order_id,datetime,dish_ids,dish_names,prep_times,quantities,total_time
634,2025-05-22 23:42,"[20, 18, 9, 7, 21]","['Lemon Iced Tea', 'Layered Banana Dessert', 'Meatballs in Spanish Sauce', 'Beef steaks with strawberry sauce', 'Coca-Cola']","[1, 15, 30, 30, 1]","[1, 2, 3, 1, 2]",38
635,2025-05-22 23:42,"[21, 10, 22]","['Coca-Cola', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Fanta Orange']","[1, 30, 1]","[1, 3, 1]",39
636,2025-05-29 23:42,"[16, 7, 15]","['Fresh Fruit Dessert', 'Beef steaks with strawberry sauce', 'Chilled Raspberry Crumble']","[15, 30, 25]","[1, 2, 1]",37
637,2025-06-08 23:42,[16],['Fresh Fruit Dessert'],[15],[2],24
638,2025-05-25 23:42,"[22, 12, 20]","['Fanta Orange', 'Mediterranean Lamb Burger', 'Lemon Iced Tea']","[1, 30, 1]","[2, 2, 3]",40
639,2025-06-04 23:42,"[9, 16]","['Meatballs in Spanish Sauce', 'Fresh Fruit Dessert']","[30, 15]","[1, 2]",38
640,2025-06-01 23:42,"[20, 13, 14, 2, 23]","['Lemon Iced Tea', 'Chocolate Lava Cake', 'Lemon Sorbet with Cava', 'Spaghetti carbonara', 'Espresso']","[1, 25, 5, 25, 5]","[1, 1, 2, 1, 1]",35
641,2025-05-25 23:42,"[3, 6]","['Caesar salad', 'Seafood Soup']","[30, 55]","[3, 1]",64
642,2025-06-10 23:42,"[18, 16, 3, 1]","['Layered Banana Dessert', 'Fresh Fruit Dessert', 'Caesar salad', 'Risotto']","[15, 15, 30, 30]","[1, 1, 2, 3]",34
643,2025-06-06 23:42,"[9, 11]","['Meatballs in Spanish Sauce', 'Sautéed spanish Sausage and Mushrooms']","[30, 30]","[1, 3]",34
644,2025-05-27 23:42,[8],['Almond chicken strips with lemon sauce'],[25],[1],33
645,2025-06-09 23:42,"[7, 15, 11, 23]","['Beef steaks with strawberry sauce', 'Chilled Raspberry Crumble', 'Sautéed spanish Sausage and Mushrooms', 'Espresso']","[30, 25, 30, 5]","[1, 3, 2, 1]",33
646,2025-05-24 23:42,"[5, 12, 7]","['Warm Salad with Baby Eels and King Prawns', 'Mediterranean Lamb Burger', 'Beef steaks with strawberry sauce']","[20, 30, 30]","[1, 3, 1]",33
647,2025-06-10 23:42,[23],['Espresso'],[5],[3],13
648,2025-06-05 23:42,"[2, 5, 13, 16, 1]","['Spaghetti carbonara', 'Warm Salad with Baby Eels and King Prawns', 'Chocolate Lava Cake', 'Fresh Fruit Dessert', 'Risotto']","[25, 20, 25, 15, 30]","[1, 1, 1, 1, 2]",33
649,2025-05-17 23:42,"[11, 20, 4]","['Sautéed spanish Sausage and Mushrooms', 'Lemon Iced Tea', 'Macaroni with Tomato and Chorizo']","[30, 1, 25]","[3, 1, 1]",37
650,2025-05-30 23:42,"[7, 11, 22]","['Beef steaks with strawberry sauce', 'Sautéed spanish Sausage and Mushrooms', 'Fanta Orange']","[30, 30, 1]","[2, 2, 2]",40
651,2025-06-03 23:42,"[15, 1, 17]","['Chilled Raspberry Crumble', 'Risotto', 'Catalan Cream']","[25, 30, 40]","[3, 2, 1]",47
652,2025-05-24 23:42,"[7, 10, 3, 4, 14]","['Beef steaks with strawberry sauce', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Caesar salad', 'Macaroni with Tomato and Chorizo', 'Lemon Sorbet with Cava']","[30, 30, 30, 25, 5]","[2, 3, 1, 2, 3]",33
653,2025-06-07 23:42,[24],['Coffee with Milk'],[5],[1],13
654,2025-06-05 23:42,"[5, 23, 15]","['Warm Salad with Baby Eels and King Prawns', 'Espresso', 'Chilled Raspberry Crumble']","[20, 5, 25]","[3, 2, 2]",33
655,2025-05-29 23:42,"[4, 5, 23, 12]","['Macaroni with Tomato and Chorizo', 'Warm Salad with Baby Eels and King Prawns', 'Espresso', 'Mediterranean Lamb Burger']","[25, 20, 5, 30]","[1, 2, 2, 2]",33
656,2025-05-13 23:42,"[19, 22, 10, 3, 9]","['Sparkling Water', 'Fanta Orange', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Caesar salad', 'Meatballs in Spanish Sauce']","[1, 1, 30, 30, 30]","[1, 1, 3, 2, 3]",34
657,2025-05-17 23:42,"[9, 2, 13]","['Meatballs in Spanish Sauce', 'Spaghetti carbonara', 'Chocolate Lava Cake']","[30, 25, 25]","[1, 2, 3]",38
658,2025-06-05 23:42,[1],['Risotto'],[30],[3],36
659,2025-05-23 23:42,"[3, 1, 5, 9]","['Caesar salad', 'Risotto', 'Warm Salad with Baby Eels and King Prawns', 'Meatballs in Spanish Sauce']","[30, 30, 20, 30]","[3, 2, 3, 1]",39
660,2025-06-07 23:42,"[6, 5, 8, 10, 23]","['Seafood Soup', 'Warm Salad with Baby Eels and King Prawns', 'Almond chicken strips with lemon sauce', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Espresso']","[55, 20, 25, 30, 5]","[1, 3, 1, 2, 3]",64
661,2025-06-08 23:42,"[3, 8, 11, 22]","['Caesar salad', 'Almond chicken strips with lemon sauce', 'Sautéed spanish Sausage and Mushrooms', 'Fanta Orange']","[30, 25, 30, 1]","[1, 1, 3, 3]",38
662,2025-06-04 23:42,[4],['Macaroni with Tomato and Chorizo'],[25],[2],32
663,2025-06-01 23:42,"[18, 16, 11, 12, 21]","['Layered Banana Dessert', 'Fresh Fruit Dessert', 'Sautéed spanish Sausage and Mushrooms', 'Mediterranean Lamb Burger', 'Coca-Cola']","[15, 15, 30, 30, 1]","[2, 1, 1, 2, 3]",40
664,2025-05-31 23:42,"[3, 14, 11, 19]","['Caesar salad', 'Lemon Sorbet with Cava', 'Sautéed spanish Sausage and Mushrooms', 'Sparkling Water']","[30, 5, 30, 1]","[1, 1, 2, 2]",40
665,2025-06-10 23:42,[15],['Chilled Raspberry Crumble'],[25],[1],32
666,2025-05-16 23:42,[16],['Fresh Fruit Dessert'],[15],[2],20
667,2025-06-07 23:42,"[18, 8, 5]","['Layered Banana Dessert', 'Almond chicken strips with lemon sauce', 'Warm Salad with Baby Eels and King Prawns']","[15, 25, 20]","[1, 3, 3]",35
668,2025-05-13 23:42,"[12, 8, 16, 24, 20]","['Mediterranean Lamb Burger', 'Almond chicken strips with lemon sauce', 'Fresh Fruit Dessert', 'Coffee with Milk', 'Lemon Iced Tea']","[30, 25, 15, 5, 1]","[2, 3, 2, 3, 1]",40
669,2025-06-12 23:42,"[6, 8]","['Seafood Soup', 'Almond chicken strips with lemon sauce']","[55, 25]","[1, 1]",65
670,2025-06-09 23:42,"[7, 21, 14, 11]","['Beef steaks with strawberry sauce', 'Coca-Cola', 'Lemon Sorbet with Cava', 'Sautéed spanish Sausage and Mushrooms']","[30, 1, 5, 30]","[3, 2, 1, 2]",33
671,2025-05-21 23:42,"[20, 13, 10, 24]","['Lemon Iced Tea', 'Chocolate Lava Cake', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Coffee with Milk']","[1, 25, 30, 5]","[3, 1, 3, 1]",34
672,2025-05-26 23:42,"[24, 15, 14, 9, 1]","['Coffee with Milk', 'Chilled Raspberry Crumble', 'Lemon Sorbet with Cava', 'Meatballs in Spanish Sauce', 'Risotto']","[5, 25, 5, 30, 30]","[2, 1, 3, 2, 2]",35
673,2025-06-05 23:42,"[8, 24, 17]","['Almond chicken strips with lemon sauce', 'Coffee with Milk', 'Catalan Cream']","[25, 5, 40]","[1, 3, 3]",50
674,2025-06-02 23:42,[15],['Chilled Raspberry Crumble'],[25],[2],31
675,2025-05-29 23:42,"[23, 14, 4, 2]","['Espresso', 'Lemon Sorbet with Cava', 'Macaroni with Tomato and Chorizo', 'Spaghetti carbonara']","[5, 5, 25, 25]","[1, 2, 2, 1]",29
676,2025-05-29 23:42,[10],['Beef Burger Stuffed with Jalapeños and Cheddar'],[30],[2],38
677,2025-06-11 23:42,[18],['Layered Banana Dessert'],[15],[2],21
678,2025-05-29 23:42,"[16, 18, 6]","['Fresh Fruit Dessert', 'Layered Banana Dessert', 'Seafood Soup']","[15, 15, 55]","[1, 1, 1]",62
679,2025-05-25 23:42,"[23, 20, 9, 1, 12]","['Espresso', 'Lemon Iced Tea', 'Meatballs in Spanish Sauce', 'Risotto', 'Mediterranean Lamb Burger']","[5, 1, 30, 30, 30]","[1, 1, 2, 2, 3]",34
680,2025-05-15 23:42,[17],['Catalan Cream'],[40],[1],43
681,2025-05-31 23:42,"[8, 1, 9, 20, 12]","['Almond chicken strips with lemon sauce', 'Risotto', 'Meatballs in Spanish Sauce', 'Lemon Iced Tea', 'Mediterranean Lamb Burger']","[25, 30, 30, 1, 30]","[3, 3, 2, 1, 2]",34
682,2025-05-28 23:42,[6],['Seafood Soup'],[55],[1],58
683,2025-05-28 23:42,[15],['Chilled Raspberry Crumble'],[25],[1],35
684,2025-06-01 23:42,"[12, 3, 16]","['Mediterranean Lamb Burger', 'Caesar salad', 'Fresh Fruit Dessert']","[30, 30, 15]","[1, 3, 2]",35
685,2025-05-23 23:42,"[23, 15]","['Espresso', 'Chilled Raspberry Crumble']","[5, 25]","[3, 1]",33
686,2025-06-01 23:42,"[5, 16, 2, 7, 24]","['Warm Salad with Baby Eels and King Prawns', 'Fresh Fruit Dessert', 'Spaghetti carbonara', 'Beef steaks with strawberry sauce', 'Coffee with Milk']","[20, 15, 25, 30, 5]","[2, 3, 3, 2, 2]",40
687,2025-05-27 23:42,"[21, 23, 5]","['Coca-Cola', 'Espresso', 'Warm Salad with Baby Eels and King Prawns']","[1, 5, 20]","[3, 2, 1]",25
688,2025-05-15 23:42,"[22, 5]","['Fanta Orange', 'Warm Salad with Baby Eels and King Prawns']","[1, 20]","[2, 1]",26
689,2025-06-06 23:42,"[17, 4, 14, 20]","['Catalan Cream', 'Macaroni with Tomato and Chorizo', 'Lemon Sorbet with Cava', 'Lemon Iced Tea']","[40, 25, 5, 1]","[2, 1, 2, 2]",43
690,2025-06-04 23:42,"[14, 7, 11, 22, 16]","['Lemon Sorbet with Cava', 'Beef steaks with strawberry sauce', 'Sautéed spanish Sausage and Mushrooms', 'Fanta Orange', 'Fresh Fruit Dessert']","[5, 30, 30, 1, 15]","[2, 3, 2, 3, 3]",39
691,2025-05-26 23:42,"[16, 12, 2]","['Fresh Fruit Dessert', 'Mediterranean Lamb Burger', 'Spaghetti carbonara']","[15, 30, 25]","[3, 2, 2]",33
692,2025-05-18 23:42,[12],['Mediterranean Lamb Burger'],[30],[1],40
693,2025-06-10 23:42,[15],['Chilled Raspberry Crumble'],[25],[2],30
694,2025-05-28 23:42,"[4, 20, 2, 17]","['Macaroni with Tomato and Chorizo', 'Lemon Iced Tea', 'Spaghetti carbonara', 'Catalan Cream']","[25, 1, 25, 40]","[2, 2, 3, 2]",48
695,2025-06-05 23:42,"[8, 15, 12, 17, 20]","['Almond chicken strips with lemon sauce', 'Chilled Raspberry Crumble', 'Mediterranean Lamb Burger', 'Catalan Cream', 'Lemon Iced Tea']","[25, 25, 30, 40, 1]","[1, 3, 1, 3, 1]",46
696,2025-05-16 23:42,[11],['Sautéed spanish Sausage and Mushrooms'],[30],[1],33
697,2025-05-25 23:42,"[23, 19]","['Espresso', 'Sparkling Water']","[5, 1]","[1, 2]",10
698,2025-06-03 23:42,"[8, 3, 7]","['Almond chicken strips with lemon sauce', 'Caesar salad', 'Beef steaks with strawberry sauce']","[25, 30, 30]","[2, 3, 1]",39
699,2025-05-29 23:42,"[22, 8, 18]","['Fanta Orange', 'Almond chicken strips with lemon sauce', 'Layered Banana Dessert']","[1, 25, 15]","[3, 2, 1]",32
700,2025-05-19 23:42,[17],['Catalan Cream'],[40],[2],49
701,2025-05-15 23:42,"[5, 17, 20, 21, 22]","['Warm Salad with Baby Eels and King Prawns', 'Catalan Cream', 'Lemon Iced Tea', 'Coca-Cola', 'Fanta Orange']","[20, 40, 1, 1, 1]","[1, 1, 3, 1, 3]",43
702,2025-06-12 23:42,[4],['Macaroni with Tomato and Chorizo'],[25],[1],34
703,2025-05-13 23:42,[15],['Chilled Raspberry Crumble'],[25],[1],34
704,2025-05-17 23:42,[7],['Beef steaks with strawberry sauce'],[30],[1],34
705,2025-05-24 23:42,"[1, 11, 17, 3, 14]","['Risotto', 'Sautéed spanish Sausage and Mushrooms', 'Catalan Cream', 'Caesar salad', 'Lemon Sorbet with Cava']","[30, 30, 40, 30, 5]","[2, 1, 2, 2, 1]",50
706,2025-06-09 23:42,"[17, 14, 7, 18, 12]","['Catalan Cream', 'Lemon Sorbet with Cava', 'Beef steaks with strawberry sauce', 'Layered Banana Dessert', 'Mediterranean Lamb Burger']","[40, 5, 30, 15, 30]","[2, 1, 1, 3, 1]",48
707,2025-05-18 23:42,"[9, 3]","['Meatballs in Spanish Sauce', 'Caesar salad']","[30, 30]","[1, 2]",38
708,2025-06-11 23:42,"[13, 22, 7, 2, 6]","['Chocolate Lava Cake', 'Fanta Orange', 'Beef steaks with strawberry sauce', 'Spaghetti carbonara', 'Seafood Soup']","[25, 1, 30, 25, 55]","[2, 3, 1, 3, 1]",59
709,2025-05-16 23:42,[10],['Beef Burger Stuffed with Jalapeños and Cheddar'],[30],[2],34
710,2025-05-25 23:42,"[2, 7, 1, 16, 8]","['Spaghetti carbonara', 'Beef steaks with strawberry sauce', 'Risotto', 'Fresh Fruit Dessert', 'Almond chicken strips with lemon sauce']","[25, 30, 30, 15, 25]","[1, 2, 3, 2, 1]",39
711,2025-06-07 23:42,"[5, 7, 11, 3]","['Warm Salad with Baby Eels and King Prawns', 'Beef steaks with strawberry sauce', 'Sautéed spanish Sausage and Mushrooms', 'Caesar salad']","[20, 30, 30, 30]","[2, 2, 3, 1]",38
712,2025-06-10 23:42,[19],['Sparkling Water'],[1],[3],8
713,2025-06-05 23:42,[9],['Meatballs in Spanish Sauce'],[30],[3],34
714,2025-06-11 23:42,"[3, 24, 19, 2, 11]","['Caesar salad', 'Coffee with Milk', 'Sparkling Water', 'Spaghetti carbonara', 'Sautéed spanish Sausage and Mushrooms']","[30, 5, 1, 25, 30]","[3, 1, 2, 3, 1]",40
715,2025-06-08 23:42,"[1, 18, 10]","['Risotto', 'Layered Banana Dessert', 'Beef Burger Stuffed with Jalapeños and Cheddar']","[30, 15, 30]","[2, 2, 1]",34
716,2025-06-08 23:42,"[17, 3]","['Catalan Cream', 'Caesar salad']","[40, 30]","[1, 1]",49
717,2025-06-08 23:42,"[8, 18]","['Almond chicken strips with lemon sauce', 'Layered Banana Dessert']","[25, 15]","[1, 1]",30
718,2025-06-02 23:42,"[2, 3, 19, 5, 1]","['Spaghetti carbonara', 'Caesar salad', 'Sparkling Water', 'Warm Salad with Baby Eels and King Prawns', 'Risotto']","[25, 30, 1, 20, 30]","[2, 2, 3, 1, 2]",35
719,2025-06-11 23:42,"[17, 18, 24, 12]","['Catalan Cream', 'Layered Banana Dessert', 'Coffee with Milk', 'Mediterranean Lamb Burger']","[40, 15, 5, 30]","[1, 1, 1, 2]",50
720,2025-05-31 23:42,"[5, 13, 21]","['Warm Salad with Baby Eels and King Prawns', 'Chocolate Lava Cake', 'Coca-Cola']","[20, 25, 1]","[3, 3, 2]",29
721,2025-05-22 23:42,"[6, 9, 22, 19]","['Seafood Soup', 'Meatballs in Spanish Sauce', 'Fanta Orange', 'Sparkling Water']","[55, 30, 1, 1]","[2, 1, 2, 3]",59
722,2025-06-01 23:42,"[6, 15, 5, 9, 21]","['Seafood Soup', 'Chilled Raspberry Crumble', 'Warm Salad with Baby Eels and King Prawns', 'Meatballs in Spanish Sauce', 'Coca-Cola']","[55, 25, 20, 30, 1]","[3, 3, 1, 3, 2]",58
723,2025-05-13 23:42,"[16, 19, 7]","['Fresh Fruit Dessert', 'Sparkling Water', 'Beef steaks with strawberry sauce']","[15, 1, 30]","[1, 3, 1]",37
724,2025-05-23 23:42,"[9, 5]","['Meatballs in Spanish Sauce', 'Warm Salad with Baby Eels and King Prawns']","[30, 20]","[1, 1]",35
725,2025-06-06 23:42,[15],['Chilled Raspberry Crumble'],[25],[3],32
726,2025-05-15 23:42,"[4, 19, 9, 8, 24]","['Macaroni with Tomato and Chorizo', 'Sparkling Water', 'Meatballs in Spanish Sauce', 'Almond chicken strips with lemon sauce', 'Coffee with Milk']","[25, 1, 30, 25, 5]","[1, 1, 2, 3, 3]",35
727,2025-05-13 23:42,"[11, 20]","['Sautéed spanish Sausage and Mushrooms', 'Lemon Iced Tea']","[30, 1]","[1, 3]",33
728,2025-05-15 23:42,"[8, 16, 10]","['Almond chicken strips with lemon sauce', 'Fresh Fruit Dessert', 'Beef Burger Stuffed with Jalapeños and Cheddar']","[25, 15, 30]","[2, 3, 2]",39
729,2025-05-15 23:42,"[3, 20, 4]","['Caesar salad', 'Lemon Iced Tea', 'Macaroni with Tomato and Chorizo']","[30, 1, 25]","[3, 3, 3]",40
730,2025-05-17 23:42,"[16, 2, 12]","['Fresh Fruit Dessert', 'Spaghetti carbonara', 'Mediterranean Lamb Burger']","[15, 25, 30]","[1, 2, 1]",34
731,2025-06-12 23:42,[18],['Layered Banana Dessert'],[15],[1],24
732,2025-05-31 23:42,"[19, 10, 3]","['Sparkling Water', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Caesar salad']","[1, 30, 30]","[2, 3, 1]",34
733,2025-05-29 23:42,"[23, 8, 21, 4]","['Espresso', 'Almond chicken strips with lemon sauce', 'Coca-Cola', 'Macaroni with Tomato and Chorizo']","[5, 25, 1, 25]","[2, 2, 3, 2]",33
734,2025-06-01 23:42,"[19, 17, 2]","['Sparkling Water', 'Catalan Cream', 'Spaghetti carbonara']","[1, 40, 25]","[2, 2, 1]",48
735,2025-05-18 23:42,"[18, 15, 9]","['Layered Banana Dessert', 'Chilled Raspberry Crumble', 'Meatballs in Spanish Sauce']","[15, 25, 30]","[2, 3, 2]",33
736,2025-05-24 23:42,[12],['Mediterranean Lamb Burger'],[30],[3],40
737,2025-05-26 23:42,"[19, 4, 8, 12, 16]","['Sparkling Water', 'Macaroni with Tomato and Chorizo', 'Almond chicken strips with lemon sauce', 'Mediterranean Lamb Burger', 'Fresh Fruit Dessert']","[1, 25, 25, 30, 15]","[3, 3, 2, 3, 1]",37
738,2025-05-20 23:42,[8],['Almond chicken strips with lemon sauce'],[25],[1],33
739,2025-06-04 23:42,"[9, 13, 6, 18]","['Meatballs in Spanish Sauce', 'Chocolate Lava Cake', 'Seafood Soup', 'Layered Banana Dessert']","[30, 25, 55, 15]","[2, 1, 2, 1]",64
740,2025-05-30 23:42,"[5, 1, 9, 10, 24]","['Warm Salad with Baby Eels and King Prawns', 'Risotto', 'Meatballs in Spanish Sauce', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Coffee with Milk']","[20, 30, 30, 30, 5]","[1, 2, 2, 1, 3]",39
741,2025-06-12 23:42,"[22, 17, 15]","['Fanta Orange', 'Catalan Cream', 'Chilled Raspberry Crumble']","[1, 40, 25]","[1, 1, 3]",50
742,2025-05-28 23:42,"[5, 10, 4]","['Warm Salad with Baby Eels and King Prawns', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Macaroni with Tomato and Chorizo']","[20, 30, 25]","[1, 2, 1]",36
743,2025-05-17 23:42,[23],['Espresso'],[5],[3],15
744,2025-06-02 23:42,"[4, 22, 9, 8, 18]","['Macaroni with Tomato and Chorizo', 'Fanta Orange', 'Meatballs in Spanish Sauce', 'Almond chicken strips with lemon sauce', 'Layered Banana Dessert']","[25, 1, 30, 25, 15]","[3, 3, 3, 3, 1]",38
745,2025-05-29 23:42,"[12, 17, 24, 18]","['Mediterranean Lamb Burger', 'Catalan Cream', 'Coffee with Milk', 'Layered Banana Dessert']","[30, 40, 5, 15]","[3, 1, 1, 2]",45
746,2025-05-30 23:42,[3],['Caesar salad'],[30],[1],33
747,2025-05-26 23:42,"[5, 13, 12, 2]","['Warm Salad with Baby Eels and King Prawns', 'Chocolate Lava Cake', 'Mediterranean Lamb Burger', 'Spaghetti carbonara']","[20, 25, 30, 25]","[1, 2, 2, 2]",34
748,2025-05-25 23:42,"[22, 2, 4, 15]","['Fanta Orange', 'Spaghetti carbonara', 'Macaroni with Tomato and Chorizo', 'Chilled Raspberry Crumble']","[1, 25, 25, 25]","[3, 3, 1, 1]",34
749,2025-05-17 23:42,"[23, 11]","['Espresso', 'Sautéed spanish Sausage and Mushrooms']","[5, 30]","[2, 1]",36
750,2025-05-19 23:42,"[3, 8, 17, 23, 14]","['Caesar salad', 'Almond chicken strips with lemon sauce', 'Catalan Cream', 'Espresso', 'Lemon Sorbet with Cava']","[30, 25, 40, 5, 5]","[1, 3, 3, 3, 2]",48
751,2025-05-28 23:42,"[8, 5, 3, 24]","['Almond chicken strips with lemon sauce', 'Warm Salad with Baby Eels and King Prawns', 'Caesar salad', 'Coffee with Milk']","[25, 20, 30, 5]","[1, 1, 1, 3]",34
752,2025-06-12 23:42,"[19, 16, 10, 11]","['Sparkling Water', 'Fresh Fruit Dessert', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Sautéed spanish Sausage and Mushrooms']","[1, 15, 30, 30]","[3, 1, 1, 3]",38
753,2025-05-31 23:42,"[20, 7, 11, 10, 16]","['Lemon Iced Tea', 'Beef steaks with strawberry sauce', 'Sautéed spanish Sausage and Mushrooms', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Fresh Fruit Dessert']","[1, 30, 30, 30, 15]","[3, 1, 1, 2, 3]",33
754,2025-06-05 23:42,"[21, 24, 18, 8, 6]","['Coca-Cola', 'Coffee with Milk', 'Layered Banana Dessert', 'Almond chicken strips with lemon sauce', 'Seafood Soup']","[1, 5, 15, 25, 55]","[3, 3, 2, 1, 2]",63
755,2025-05-28 23:42,"[16, 17, 24]","['Fresh Fruit Dessert', 'Catalan Cream', 'Coffee with Milk']","[15, 40, 5]","[3, 1, 3]",44
756,2025-05-26 23:42,"[24, 21, 1, 6, 4]","['Coffee with Milk', 'Coca-Cola', 'Risotto', 'Seafood Soup', 'Macaroni with Tomato and Chorizo']","[5, 1, 30, 55, 25]","[2, 2, 3, 1, 1]",61
757,2025-05-31 23:42,[16],['Fresh Fruit Dessert'],[15],[1],21
758,2025-05-23 23:42,"[15, 21]","['Chilled Raspberry Crumble', 'Coca-Cola']","[25, 1]","[3, 1]",32
759,2025-05-26 23:42,"[2, 5, 6]","['Spaghetti carbonara', 'Warm Salad with Baby Eels and King Prawns', 'Seafood Soup']","[25, 20, 55]","[3, 2, 2]",63
760,2025-06-07 23:42,[1],['Risotto'],[30],[3],40
761,2025-05-31 23:42,"[11, 12, 10, 19, 18]","['Sautéed spanish Sausage and Mushrooms', 'Mediterranean Lamb Burger', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Sparkling Water', 'Layered Banana Dessert']","[30, 30, 30, 1, 15]","[3, 2, 2, 2, 3]",34
762,2025-05-22 23:42,"[22, 20, 11, 6, 16]","['Fanta Orange', 'Lemon Iced Tea', 'Sautéed spanish Sausage and Mushrooms', 'Seafood Soup', 'Fresh Fruit Dessert']","[1, 1, 30, 55, 15]","[1, 2, 1, 2, 2]",65
763,2025-06-04 23:42,"[17, 5]","['Catalan Cream', 'Warm Salad with Baby Eels and King Prawns']","[40, 20]","[1, 2]",46
764,2025-06-06 23:42,"[17, 20, 5]","['Catalan Cream', 'Lemon Iced Tea', 'Warm Salad with Baby Eels and King Prawns']","[40, 1, 20]","[1, 2, 2]",48
765,2025-06-04 23:42,"[16, 18, 2, 17]","['Fresh Fruit Dessert', 'Layered Banana Dessert', 'Spaghetti carbonara', 'Catalan Cream']","[15, 15, 25, 40]","[1, 1, 3, 2]",48
766,2025-06-03 23:42,"[16, 1, 5, 13]","['Fresh Fruit Dessert', 'Risotto', 'Warm Salad with Baby Eels and King Prawns', 'Chocolate Lava Cake']","[15, 30, 20, 25]","[2, 2, 2, 3]",37
767,2025-06-01 23:42,[18],['Layered Banana Dessert'],[15],[2],24
768,2025-05-24 23:42,[9],['Meatballs in Spanish Sauce'],[30],[3],34
769,2025-05-14 23:42,[10],['Beef Burger Stuffed with Jalapeños and Cheddar'],[30],[2],40
770,2025-05-25 23:42,"[21, 17, 10, 20, 12]","['Coca-Cola', 'Catalan Cream', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Lemon Iced Tea', 'Mediterranean Lamb Burger']","[1, 40, 30, 1, 30]","[1, 2, 2, 3, 2]",50
771,2025-06-04 23:42,"[17, 11, 1, 8, 20]","['Catalan Cream', 'Sautéed spanish Sausage and Mushrooms', 'Risotto', 'Almond chicken strips with lemon sauce', 'Lemon Iced Tea']","[40, 30, 30, 25, 1]","[1, 2, 2, 1, 3]",46
772,2025-05-19 23:42,"[10, 24]","['Beef Burger Stuffed with Jalapeños and Cheddar', 'Coffee with Milk']","[30, 5]","[3, 3]",37
773,2025-05-20 23:42,[8],['Almond chicken strips with lemon sauce'],[25],[2],33
774,2025-06-08 23:42,"[23, 6, 24, 16, 20]","['Espresso', 'Seafood Soup', 'Coffee with Milk', 'Fresh Fruit Dessert', 'Lemon Iced Tea']","[5, 55, 5, 15, 1]","[2, 1, 3, 3, 1]",59
775,2025-06-12 23:42,[12],['Mediterranean Lamb Burger'],[30],[2],35
776,2025-06-02 23:42,"[6, 15, 5, 7, 10]","['Seafood Soup', 'Chilled Raspberry Crumble', 'Warm Salad with Baby Eels and King Prawns', 'Beef steaks with strawberry sauce', 'Beef Burger Stuffed with Jalapeños and Cheddar']","[55, 25, 20, 30, 30]","[3, 2, 3, 2, 2]",58
777,2025-06-01 23:42,[17],['Catalan Cream'],[40],[1],50
778,2025-06-11 23:42,"[23, 13]","['Espresso', 'Chocolate Lava Cake']","[5, 25]","[1, 2]",35
779,2025-06-08 23:42,[13],['Chocolate Lava Cake'],[25],[2],28
780,2025-05-25 23:42,[3],['Caesar salad'],[30],[2],38
781,2025-05-15 23:42,"[6, 8]","['Seafood Soup', 'Almond chicken strips with lemon sauce']","[55, 25]","[3, 2]",63
782,2025-06-01 23:42,"[12, 2, 15, 21]","['Mediterranean Lamb Burger', 'Spaghetti carbonara', 'Chilled Raspberry Crumble', 'Coca-Cola']","[30, 25, 25, 1]","[3, 3, 2, 2]",34
783,2025-05-31 23:42,[13],['Chocolate Lava Cake'],[25],[3],28
784,2025-06-02 23:42,[7],['Beef steaks with strawberry sauce'],[30],[3],35
785,2025-05-30 23:42,"[5, 3, 11, 15, 8]","['Warm Salad with Baby Eels and King Prawns', 'Caesar salad', 'Sautéed spanish Sausage and Mushrooms', 'Chilled Raspberry Crumble', 'Almond chicken strips with lemon sauce']","[20, 30, 30, 25, 25]","[2, 2, 1, 2, 2]",35
786,2025-05-14 23:42,"[22, 13, 24, 18, 12]","['Fanta Orange', 'Chocolate Lava Cake', 'Coffee with Milk', 'Layered Banana Dessert', 'Mediterranean Lamb Burger']","[1, 25, 5, 15, 30]","[1, 1, 3, 2, 2]",36
787,2025-05-24 23:42,"[6, 14, 11, 2]","['Seafood Soup', 'Lemon Sorbet with Cava', 'Sautéed spanish Sausage and Mushrooms', 'Spaghetti carbonara']","[55, 5, 30, 25]","[3, 2, 1, 3]",62
788,2025-06-12 23:42,"[15, 24, 12]","['Chilled Raspberry Crumble', 'Coffee with Milk', 'Mediterranean Lamb Burger']","[25, 5, 30]","[3, 3, 1]",35
789,2025-06-01 23:42,"[7, 6]","['Beef steaks with strawberry sauce', 'Seafood Soup']","[30, 55]","[3, 3]",65
790,2025-05-15 23:42,"[10, 13, 20]","['Beef Burger Stuffed with Jalapeños and Cheddar', 'Chocolate Lava Cake', 'Lemon Iced Tea']","[30, 25, 1]","[1, 1, 1]",36
